nse_symbol,ex_date,share_multiplier,source_records,parsed_unique_factors,subjects
HITECH,2023-03-17,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
HITECHGEAR,2010-12-01,2.0,1,1,Bonus 1:1
HLEGLAS,2022-10-18,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
HMAAGRO,2023-12-29,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
HNDFDS,2022-07-21,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
HPAL,2023-11-09,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
HSCL,2010-11-08,10.0,1,1,Face Value Split From Rs.10/- To Re.1/-
HTMEDIA,2006-12-28,5.0,1,1,Fv Split Rs.10/- To Rs.2/
HUHTAMAKI,2007-05-25,5.0,1,1,Fv Split Rs.10/- To Rs.2/
ICICIBANK,2014-12-04,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
ICICIBANK,2017-06-20,1.1,1,1, Annual General Meeting/Dividend - Rs 2.50 Per Share/Bonus 1:10 (Revised)
ICSA,2007-10-23,5.0,1,1,Fv Split Rs.10/- To Rs.2/
IEX,2018-10-19,10.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
IEX,2021-12-03,3.0,1,1, Bonus 2:1
IFGLEXPOR,2025-07-18,2.0,1,1,Bonus 1:1
IGARASHI,2018-09-27,1.1237623762,1,1, Bonus 25:202
IGL,2017-11-09,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
IGL,2025-01-31,2.0,1,1,Bonus 1:1
IIFL,2008-08-08,5.0,1,1,Fv Split Rs.10/- To Rs.2/
IMFA,2022-01-07,2.0,1,1,Bonus 1:1
IMPAL,2012-09-10,2.0,1,1,Bonus 1:1
IMPAL,2019-10-25,1.5,1,1, Bonus 1:2
INDHOTEL,2006-10-27,10.0,1,1,Fv Split Rs.10/- To Re.1/
INDIAGLYCO,2025-08-12,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
INDIAMART,2023-06-21,2.0,1,1,Bonus 1:1
INDIANHUME,2010-08-30,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
INDIANHUME,2016-12-09,2.0,1,1, Bonus 1:1
INDNIPPON,2011-09-20,1.4,1,1,Bonus 2:5
INDNIPPON,2018-03-21,2.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
INDOCO,2012-05-17,7.5,1,2,Bonus 1:2 And Face Value Split From Rs.10 To Rs.2
INDOTHAI,2025-07-18,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
INDTERRAIN,2015-12-21,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
INFINITE,2017-11-01,1.0384615385,1,1, Bonus 1:26
INFOBEAN,2026-02-27,4.0,1,1,Bonus 3:1
INFODRIVE,2014-12-24,10.0,1,1,Face Value Split (Sub Division) - From Rs 10/- Per Share To Re 1/- Per Share
INFY,2006-07-13,2.0,1,1,Bonus 1:1
INFY,2014-12-02,2.0,1,1,Bonus 1:1
INFY,2015-06-15,2.0,1,1,Annual General Meeting/ Dividend - Rs 29.50/- Per Share And Bonus 1:1
INFY,2018-09-04,2.0,1,1, Bonus 1:1
INOXWIND,2024-05-24,4.0,1,1,Bonus 3:1
INSECTICID,2015-04-16,1.5,1,1,Bonus 1:2
INSECTICID,2022-09-30,1.5,1,1,Bonus 1:2
INVENTURE,2012-05-22,4.0,1,1,Bonus - 3:1
INVENTURE,2021-06-24,10.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
IOC,2009-10-29,2.0,1,1,Bonus 1:1
IOC,2016-10-18,2.0,1,1, Bonus 1:1
IOC,2018-03-15,2.0,1,1, Bonus 1:1
IOC,2022-06-30,1.5,1,1,Bonus 1:2
IOLCP,2025-03-11,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
IONEXCHANG,2023-06-12,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
IPCALAB,2010-03-22,5.0,1,1,Fv Split Rs.10 To Rs.2
IPCALAB,2022-01-10,2.0,1,1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
IRB,2023-02-22,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
IRB,2026-03-30,2.0,1,1,Bonus 1:1
IRCON,2020-04-03,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
IRCON,2021-05-20,2.0,1,1, Bonus 1:1
IRCTC,2021-10-28,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
IRISDOREME,2023-08-11,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
IRISDOREME,2025-07-04,2.0,1,1,Bonus 1:1
ITC,2010-08-03,2.0,1,1,Bonus 1:1
ITC,2016-07-01,1.5,1,1, Bonus 1:2
IVC,2006-06-23,1.5,1,1,Agm / Div-35% / Bonus 1:2
IVC,2008-07-28,1.5,1,1,Bonus - 1:2
IVC,2009-09-16,5.0,1,1,Fv Split Rs.10/- To Rs.2/
IVC,2013-12-26,1.5,1,1,Bonus 1:2
IVRCLAH,2010-05-20,1.5,1,1,Bonus 1:2
IVRCLINFRA,2010-03-18,2.0,1,1,Bonus 1:1
J&KBANK,2014-09-04,10.0,1,1,Face Value Split - From Rs 10/- Per Share To Re 1/- Per Share
JAGRAN,2006-11-02,1.2,1,1,Bonus 1:5
JAGRAN,2008-01-09,5.0,1,1,Fv Split Rs.10/- To Rs.2/
JAGSNPHARM,2025-01-08,2.5,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Rs 2/- Per Share
JAIBALAJI,2025-01-17,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
JAICORPLTD,2007-10-05,20.0,1,2,Fv Spl-Rs10tore1/Bon-1:1
JAMNAAUTO,2015-12-03,2.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
JAMNAAUTO,2017-10-05,5.0,1,1, Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share
JASH,2024-10-30,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
JAYAGROGN,2017-08-01,2.0,1,1, Bonus 1:1
JAYBARMARU,2006-09-25,2.0,1,1,Bonus 1:1
JAYBARMARU,2021-06-07,2.0,1,1, Bonus 1:1
JAYBARMARU,2023-10-26,2.5,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Rs 2/- Per Share
JAYSREETEA,2010-08-13,2.0,1,1,Face Value Split From Rs.10/- To Rs.5/-
JBCHEPHARM,2023-09-18,2.0,1,1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
JBMA,2007-10-24,1.5,1,1,Bonus 1:2
JBMA,2014-10-08,4.0,1,2,Bonus 1:1 And Face Value Split Rs.10/- To Rs.5/- Per Share
JBMA,2022-02-21,2.5,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Rs 2/- Per Share
JBMA,2025-01-31,2.0,1,1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
JETFREIGHT,2022-05-19,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
JINDALPOLY,2010-10-22,2.0,1,1,Bonus 1:1
JINDALSAW,2009-12-10,5.0,1,1,Fv Split Rs.10/- To Rs.2/
JINDALSAW,2024-10-09,2.0,1,1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
JINDALSTEL,2008-01-21,5.0,1,1,Fv Split Rs.5/- To Re.1/-
JINDALSTEL,2009-09-14,6.0,1,1,Div-Rs.5.50 Pr Sh/Bon 5:1purpose Revised
JINDRILL,2008-11-06,2.0,1,1,Fv Split-Rs10/- To Rs5/-
JINDWORLD,2017-12-26,2.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
JINDWORLD,2018-10-31,5.0,1,1, Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share
JINDWORLD,2025-02-28,5.0,1,1,Bonus 4:1
JISLJALEQS,2010-10-29,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
JKIL,2015-12-10,2.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
JKLAKSHMI,2009-12-17,2.0,1,1,Fv Split Rs.10 To Rs.5
JKTYRE,2014-12-18,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
JLHL,2026-07-24,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
JMA,2019-05-14,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
JMCPROJECT,2018-10-04,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
JMFINANCIL,2008-09-08,25.0,1,2,Fv Spl-Rs10tore1/Bon-3:2
JMTAUTOLTD,2014-07-30,3.5,1,1,Bonus 5:2
JMTAUTOLTD,2015-06-25,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
JMTAUTOLTD,2016-09-21,2.0,1,1, Face Value Split From Rs 2 To Re 1
JOCIL,2011-09-27,2.0,1,1,Bonus 1:1
JPASSOCIAT,2007-12-17,5.0,1,1,Fv Split Rs.10/- To Rs.2/
JPASSOCIAT,2009-12-17,1.5,1,1,Bonus 1:2
JTEKTINDIA,2006-09-14,2.0,1,1,Bonus 1:1
JTEKTINDIA,2008-09-02,2.0,1,1,Fv Split Rs.2/- To Re.1/-
JTLIND,2023-09-07,2.0,1,1,Bonus 1:1
JTLIND,2024-11-14,2.0,1,1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
JUBLFOOD,2018-06-21,2.0,1,1, Bonus 1:1
JUBLFOOD,2022-04-19,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
JYOTHYLAB,2008-12-12,5.0,1,1,Fv Split Rs.5/- To Re.1/-
JYOTHYLAB,2012-07-12,2.0,1,1,Annual General Meeting/Dividend Of Rs.2.50 Per Share/ Bonus 1:1
JYOTHYLAB,2018-06-28,2.0,1,1, Bonus 1:1
JYOTISTRUC,2006-07-28,5.0,1,1,Fv Split-Rs.10/-To Rs.2/-
KABRAEXTRU,2010-05-17,2.0,1,1,Face Value Split From Rs.10/- To Rs.5/-
KABRAEXTRU,2010-09-06,2.0,1,1,Bonus 1:1
KAJARIACER,2016-10-04,2.0,1,1, Face Value Split From Rs 2 To Re 1
KAMDHENU,2025-01-08,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
KAMOPAINTS,2023-08-01,2.0,1,1,Bonus 1:1
KAMOPAINTS,2024-06-14,5.0,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share
KANANIIND,2012-11-01,5.0,1,1,Face Value Split From Rs.5/- To Re.1/-
KANANIIND,2013-02-01,1.1,1,1,Bonus 1:10
KANANIIND,2024-01-30,2.0,1,1,Bonus 1:1
KANORICHEM,2007-12-31,3.0,1,2,Fv Spl-Rs10tors5/Bon-1:2
KANPRPLA,2021-09-15,1.5,1,1, Bonus 1:2
KANSAINER,2010-06-23,2.0,1,1,Bonus 1:1
KANSAINER,2015-03-26,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
KANSAINER,2023-07-04,1.5,1,1,Bonus 1:2
KAPSTON,2024-08-09,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
KAPSTON,2026-03-06,1.5,1,1,Bonus 1:2
KARURVYSYA,2006-07-19,2.0,1,1,Agm/Div - 120%/Bonus 1:1
KARURVYSYA,2010-09-16,1.4,1,1,Bonus 2:5
KARURVYSYA,2018-08-14,1.1,1,1, Bonus 1:10
KARURVYSYA,2025-08-26,1.2,1,1,Bonus 1:5
KCP,2010-09-02,10.0,1,1,1st Interim Dividend Rs.2.50 Per Share And Face Value Split From Rs.10/- To Re.1/- (Purpose Revised)
KEC,2010-12-30,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
KEI,2006-12-21,5.0,1,1,Fv Split Rs.10/- To Rs.2/
KELLTONTEC,2018-03-27,2.0,1,1, Bonus 1:1
KELLTONTEC,2025-07-25,5.0,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share
KERNEX,2007-10-16,1.1,1,1,Bonus 1:10
KGL,2008-04-04,10.0,1,1,Fv Split Rs.10/- To Re.1/
KILITCH,2026-03-24,2.0,1,1,Bonus 1:1
KIMS,2024-09-13,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
KIRLOSOIL,2007-10-25,2.0,1,1,Bonus 1:1
KIRLPNU,2026-08-18,2.0,1,1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
KITEX,2017-06-22,1.4,1,1, Bonus 2:5
KITEX,2025-01-17,3.0,1,1,Bonus 2:1
KKCL,2021-12-16,5.0,1,1, Bonus 4:1
KMEW,2025-12-22,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
KMSUGAR,2010-03-26,5.0,1,1,Fv Split Rs.10 To Rs.2
KNRCON,2021-02-03,2.0,1,1, Bonus 1:1
KOKUYOCMLN,2008-08-22,10.0,1,1,Fv Split Rs.10/- To Re.1/
KOTAKBANK,2010-09-13,2.0,1,1,Face Value Split From Rs.10/- To Rs.5/-
KOTAKBANK,2015-07-08,2.0,1,1,Bonus 1: 1
KOTAKBANK,2026-01-14,5.0,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share
KOTHARIPRO,2014-03-28,3.0,1,1,Bonus 2 : 1
KOTHARIPRO,2016-01-05,1.5,1,1, Bonus 1:2
KOTHARIPRO,2025-02-18,2.0,1,1,Bonus 1:1
KOTYARK,2026-06-24,11.0,1,1,Bonus 10:1
KPIGREEN,2023-01-18,2.0,1,1,Bonus 1:1
KPIGREEN,2024-02-15,1.5,1,1,Bonus 1:2
KPIGREEN,2024-07-18,2.0,1,1,Face Value Split (Sub-Division) - From Rs10/- Per Share To Rs 5/- Per Share
KPIGREEN,2025-01-03,1.5,1,1,Bonus 1:2
KPIL,2010-09-08,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
KPRMILL,2021-09-24,5.0,1,1, Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share
KRBL,2010-02-10,10.0,1,1,Fv Spl-Rs10tore1/Div-1.50
KRISHANA,2023-10-25,2.0,1,1,Bonus 1:1
KRISHANA,2026-07-03,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
KRITIKA,2022-08-30,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
KRITIKA,2023-12-19,3.0,1,1,Bonus 2:1
KSB,2011-04-18,2.0,1,1,Bonus 1:1
KSB,2024-07-25,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
KSCL,2014-01-27,5.0,1,1,Face Value Split From Rs 10/- To Rs 2/-
KSERASERA,2015-03-30,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
KSHITIJPOL,2022-10-27,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
KSOILS,2007-07-18,10.0,1,1,Fv Split Rs.10/- To Re.1/
KSOLVES,2025-02-06,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
KTIL,2016-08-11,2.08,1,2, Bonus 1:25/ Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
KTKBANK,2020-03-17,1.1,1,1, Bonus 1:10
KUANTUM,2020-07-14,10.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
KWALITY,2010-06-15,1.7142857143,1,1,Bonus 5:7
LAKSHVILAS,2006-11-17,1.5,1,1,Bonus 1:2/Rights 1:1
LAL,2024-03-28,15.454545455,2,2,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share | Bonus 6:11
LALPATHLAB,2025-12-19,2.0,1,1,Bonus 1:1
LAMBODHARA,2015-10-15,2.0,1,1, Face Value Split From Rs 10 To Rs 5
LANCER,2022-12-16,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
LANDSMILL,2018-01-23,3.0,1,1, Bonus 2:1
LANDSMILL,2022-09-28,15.0,2,2,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share | Bonus 1:2
LAOPALA,2014-09-24,5.0,1,1,Sub-Division From Rs 10/- Per Share To Rs 2/- Per Share
LAOPALA,2018-03-22,2.0,1,1, Bonus 1:1
LAURUSLABS,2020-09-29,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
LEMERITE,2026-05-29,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
LGBBROSLTD,2014-07-04,2.0,1,1,Annual General Meeting / Final Dividend - Rs 7/- Per Share / Bonus 1 : 1
LGBBROSLTD,2018-06-14,2.0,1,1, Bonus 1:1
LGHL,2025-10-10,2.4,1,1,Bonus 7:5
LIBAS,2021-04-06,1.2,1,1, Bonus 1:5
LIBAS,2021-09-21,1.2,1,1, Bonus 1:5
LICHSGFIN,2010-12-30,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
LICI,2026-05-29,2.0,1,1,Bonus 1:1
LIKHITHA,2022-12-02,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
LINC,2024-12-20,4.0,2,2,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share | Bonus 1:1
LITL,2010-01-04,10.0,1,1,Fv Split Rs.10 To Re.1
LMW,2006-12-13,10.0,1,1,Fv Spl 100 To 10/Div150%
LODHA,2023-05-31,2.0,1,1,Bonus 1:1
LT,2006-09-28,2.0,1,1,Bonus 1:1
LT,2008-10-01,2.0,1,1,Bonus 1:1
LT,2013-07-11,1.5,1,1,Bonus 1:2
LT,2017-07-13,1.5,1,1, Bonus 1:2
LUMAXTECH,2018-06-07,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
LUPIN,2006-08-11,2.0,1,1,Bonus 1:1
LUPIN,2010-08-27,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
LUXIND,2016-06-06,5.0,1,1, Face Value Split From Rs 10 To Rs 2
M&M,2010-03-29,2.0,1,1,Fv Split Rs.10 To Rs.5
M&M,2017-12-21,2.0,1,1, Bonus 1:1
M&MFIN,2013-02-15,5.0,1,1,Face Value Split Rs 10 To Rs 2
MAANALU,2017-07-10,2.0,1,1, Bonus 1:1
MAANALU,2021-08-02,2.0,1,1, Bonus 1: 1
MAANALU,2023-07-27,4.0,2,2,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share | Bonus 1:1
MADHUCON,2009-11-05,2.0,1,1,Fv Split Rs.2/- To Re.1/
MAGADSUGAR,2019-06-27,1.4,1,1, Bonus 4:10
MAHESHWARI,2020-10-13,2.0,1,1, Bonus 1:1
MAHLIFE,2021-09-14,3.0,1,1, Bonus 2:1
MAHSEAMLES,2006-04-18,2.0,1,1,Fv Split Rs.10/- To Rs.5/
MAHSEAMLES,2022-11-25,2.0,1,1,Bonus 1:1
MAITHANALL,2015-07-15,2.0,1,1,Bonus 1:1
MALCO,2008-07-17,5.0,1,1,Fv Split Rs.10/- To Rs.2/
MANAPPURAM,2011-06-09,2.0,1,1,Bonus Shares In The Ratio Of 1:1
MANINDS,2007-10-09,2.0,1,1,Fv Split Rs.10/- To Rs.5/
MANINFRA,2014-08-28,5.0,1,1,Annual General Meeting / Dividend - Rs 1.35/- Per Share / Face Value Split - From Rs 10/- Per Share To Rs 2/- Per Share
MANINFRA,2021-11-17,1.5,1,1, Bonus 1:2
MANORAMA,2024-03-07,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
MANPASAND,2017-09-27,2.0,1,1, Bonus 1:1
MARATHON,2018-04-05,2.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
MARICO,2007-02-21,10.0,1,1,Fv Split Rs.10/- To Re.1/
MARICO,2015-12-22,2.0,1,1, Bonus 1:1
MARINE,2021-02-18,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10 Per Share To Rs 2 Per Share
MARKSANS,2008-03-11,10.0,1,1,Fv Split Rs.10/- To Re.1/
MASFIN,2024-02-22,3.0,1,1,Bonus 2:1
MAYURUNIQ,2013-09-25,2.0,1,1,Face Value Split From Rs.10/- To Rs.5/-
MAYURUNIQ,2014-03-28,2.0,1,1,Bonus 1 : 1
MAZDA,2025-01-28,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
MAZDOCK,2024-12-27,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
MBAPL,2022-10-18,2.0,1,1,Bonus 1:1
MBAPL,2023-10-20,2.0,1,1,Bonus 1:1
MBAPL,2026-07-03,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
MBLINFRA,2015-07-28,2.0,1,1,Bonus 1:1
MCX,2026-01-02,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
MEDICO,2023-03-16,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
MENONBE,2015-04-09,5.0,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share
MENONBE,2016-08-30,1.2,1,1, Bonus 1:5
METKORE,2011-11-03,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
METROPOLIS,2026-03-20,4.0,1,1,Bonus 3:1
MFSL,2007-03-12,5.0,1,1,Fv Split Rs.10/- To Rs.2/
MGEL,2022-08-18,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
MGEL,2025-03-04,2.0,1,1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
MHRIL,2017-07-10,1.5,1,1, Bonus 1:2
MHRIL,2021-09-08,1.5,1,1, Bonus 1:2
MIC,2008-06-27,5.0,1,1,Fv Split Rs.10/- To Rs.2/
MICROTECH,2012-07-17,2.0,1,1,Bonus 1:1
MINDACORP,2012-03-27,2.0,1,1,Bonus 1:1
MINDACORP,2015-01-05,10.0,1,2,Bonus 1:1 / Face Value Split From Rs 10/- Per Share To Rs 2/- Per Share
MINDTECK,2024-09-20,1.25,1,1,Bonus 1:4
MINDTREE,2014-06-03,2.0,1,1,Bonus 1 : 1
MINDTREE,2016-03-09,2.0,1,1, Bonus 1:1
MIRZAINT,2007-04-24,5.0,1,1,Fv Split Rs.10/- To Rs.2/
MITTAL,2021-08-31,1.1,1,1, Bonus 1:10
MITTAL,2023-11-01,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
MKPL,2023-11-10,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
MKPL,2024-03-15,3.0,1,1,Bonus 2:1
MMFL,2008-09-26,2.0,1,1,Bonus - 1:1
MMFL,2018-07-18,2.0,1,1, Bonus 1:1
MMFL,2024-07-16,2.0,1,1,Bonus 1:1
MMTC,2010-07-29,20.0,1,2,Bonus 1:1 And Face Value Split From Rs.10 To Re.1
MMTC,2018-05-03,1.5,1,1, Bonus 1:2
MOHOTAIND,2014-02-06,3.0,1,1,Bonus 2 : 1
MOHOTAIND,2015-03-16,1.1666666667,1,1,Bonus 1:6
MOIL,2017-09-27,2.0,1,1, Bonus 1:1
MOKSH,2021-07-14,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
MOLDTKPAC,2016-02-17,2.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
MONARCH,2024-09-13,2.0,1,1,Bonus 1:1
MONEYBOXX,2025-12-15,2.0,1,1,Bonus 1:1
MONNETISPA,2018-08-29,0.33,1,1, Capital Reduction Rs 10 To Rs 3.30 / Consolidation Rs 3.30 To Rs.10
MONSANTO,2011-10-05,2.0,1,1,Bonus 1:1
MOSERBAER,2007-07-17,1.5,1,1,Bonus 1:2
MOTHERSON,2007-08-30,1.5,1,1,Bonus 1:2
MOTHERSON,2012-10-03,1.5,1,1,Bonus 1:2
MOTHERSON,2013-12-20,1.5,1,1,Bonus 1:2
MOTHERSON,2015-07-23,1.5,1,1,Annual General Meeting / Dividend - Rs 3/- Per Share / Bonus - 1:2
MOTHERSON,2017-07-05,1.5,1,1, Bonus 1:2
MOTHERSON,2018-10-30,1.5,1,1, Bonus 1:2
MOTHERSON,2022-10-03,1.5,1,1,Bonus 1:2
MOTHERSON,2025-07-18,1.5,1,1,Bonus 1:2
MOTILALOFS,2008-07-25,5.0,1,1,Fv Split Rs.5/- To Re.1/-
MOTILALOFS,2024-06-10,4.0,1,1,Bonus 3:1
MOTISONS,2024-11-08,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
MOTOGENFIN,2020-06-19,2.0,1,1, Face Value Split (Sub-Division) - From Rs 10 Per Share To Rs 5  Per Share
MSUMI,2022-11-16,1.4,1,1,Bonus 2:5
MSUMI,2025-07-18,1.5,1,1,Bonus 1:2
MUNJALAU,2011-12-29,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
MUNJALAU,2017-07-11,2.0,1,1, Bonus 1:1
MUNJALSHOW,2006-10-16,5.0,1,1,Fv Split Rs.10/- To Rs.2/
MURLIIND,2010-03-18,5.0,1,1,Fv Split Rs.10 To Rs.2
MUTHOOTCAP,2017-06-12,1.1,1,1, Bonus 1:10
MVL,2009-09-18,5.0,1,1,Fv Split Rs.10/- To Rs.2/
MVL,2010-11-16,2.0,1,1,Face Value Split From Rs.2/- To Re.1/-
MWL,2026-07-10,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
NANDAN,2007-01-18,2.0,1,1,Bonus 1:1
NARMADA,2026-07-31,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
NATCOPHARM,2015-11-26,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
NATIONALUM,2011-03-15,4.0,1,2,Bonus 1:1 And Face Value Split From Rs.10/- To Rs.5/-
NAUKRI,2010-09-27,2.0,1,1,Bonus 1:1
NAUKRI,2012-06-22,2.0,1,1,Annual General Meeting/Dividend-Re.1/- Per Share/Bonus 1:1
