record_id,nse_symbol,isin,company_name,board,delisted_date,delisting_type,source
NSEDL0231,SURYAPHARM,INE249G01020,Surya Pharmaceuticals Limited,Main Board,2018-05-30,Compulsory Delisting ,NSE official delisted companies register
NSEDL0232,TULIP,INE122H01027,Tulip Telecom Limited,Main Board,2018-05-30,Delisting - Liquidation,NSE official delisted companies register
NSEDL0233,VARUN,INE032G01012,Varun Industries Limited,Main Board,2018-05-30,Delisting - Liquidation,NSE official delisted companies register
NSEDL0234,NEO,INE471R01019,Neopolitan Pizza Limited,ITP,2018-06-14,Exit from ITP platform,NSE official delisted companies register
NSEDL0235,FROGCELL,INE385O01018,Frog Cellsat Limited,ITP,2018-06-20,Exit from ITP platform,NSE official delisted companies register
NSEDL0236,AQUA,INE544K01026,Aqua Logistics Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0237,ASIANELEC,INE441A01026,Asian Electronics Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0238,BIRLAPOWER,INE224B01024,Birla Power Solutions Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0239,CLASSIC,INE987C01024,Classic Diamonds (India) Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0240,CLUTCHAUTO,INE779B01019,Clutch Auto Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0241,COREEDUTEC,INE247G01024,Core Education & Technologies Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0242,DRDATSONS,INE928K01013,Dr. Datson's Labs Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0243,EDSERV,INE889J01019,Edserv Softsystems Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0244,EVERONN,INE678H01010,Everonn Education Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0245,GLORY,INE408H01012,Glory Polyfilms Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0246,GTOFFSHORE,INE892H01017,GOL Offshore Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0247,INNOIND,INE549I01011,Innoventive Industries Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0248,JCTEL,INE264B01020,JCT Electronics Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0249,LLOYDFIN,INE174A01015,Lloyds Finance Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0250,MICROTECH,INE358B01012,Micro Technologies (India) Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0251,PARAPRINT,INE702L01010,Paramount Printpackaging Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0252,SHREEASHTA,INE538H01024,Shree Ashtavinayak Cine Vision Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0253,SVOGL,INE756B01017,SVOGL Oil Gas & Energy Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0254,TIMBOR,INE346L01016,Timbor Home Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0255,TRICOM,INE771B01032,Tricom India Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0256,TWILITAKA,INE783B01029,Twilight Litaka Pharma Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0257,UBENGG,INE328C01013,UB Engineering Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0258,ZENITHINFO,INE899A01017,Zenith Infotech Limited,Main Board,2018-07-02,Delisting - Liquidation,NSE official delisted companies register
NSEDL0259,POLARIS,INE763A01023,Polaris Consulting & Services Limited,Main Board,2018-08-01,Voluntary Delisting ,NSE official delisted companies register
NSEDL0260,ACROPETAL,INE055L01013,Acropetal Technologies Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0261,AFTEK,INE796A01023,Aftek Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0262,ARVINDREM,INE211C01037,Arvind Remedies Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0263,CMAHENDRA,INE378J01013,C Mahendra Exports Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0264,CRANESSOFT,INE234B01023,Cranes Software International Limited,Main Board,2018-08-08,Voluntary Delisting ,NSE official delisted companies register
NSEDL0265,GEINDSYS,INE599B01011,Gei Industrial Systems Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0266,HINDEVELOP,INE168501018,Hindustan Development Corporation Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0267,KARUNACAB,INE774B01028,Karuna Cables Limited,Main Board,2018-08-08,Voluntary Delisting ,NSE official delisted companies register
NSEDL0268,KNDENGTECH,INE122801017,KND Engineering Technologies Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0269,MURLIIND,INE806B01028,Murli Industries Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0270,NEPCMICON,INE588A01016,NEPC India Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0271,NRC,INE953C01018,NRC Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0272,OMNITECH,INE810H01019,Omnitech Infosolutions Limited,Main Board,2018-08-08,Delisting - Liquidation,NSE official delisted companies register
NSEDL0273,ORBITCORP,INE628H01015,Orbit Corporation Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0274,PARAL,INE620C01013,Parekh Aluminex Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0275,SGJHL,INE553K01019,Shree Ganesh Jewellery House (I) Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0276,SHRENUJ,INE633A01028,Shrenuj & Company Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0277,SPECTACLE,INE409H01028,Spectacle Ventures Ltd,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0278,SUPERFORGE,INE661A01011,Super Forgings & Steels Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0279,SURYAJYOTI,INE411C01017,Suryajyoti Spinning Mills Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0280,TECPRO,INE904H01010,Tecpro Systems Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0281,VATSMUSC,INE816A01029,Vatsa Music Limited,Main Board,2018-08-08,Compulsory Delisting ,NSE official delisted companies register
NSEDL0282,DECOLIGHT,INE172I01012,Decolight Ceramics Limited,Main Board,2018-09-11,Delisting - Liquidation,NSE official delisted companies register
NSEDL0283,DUNCANSLTD,INE508A01022,Duncans Industries Limited,Main Board,2018-09-11,Compulsory Delisting ,NSE official delisted companies register
NSEDL0284,GEODESIC,INE371D01029,Geodesic Limited,Main Board,2018-09-11,Delisting - Liquidation,NSE official delisted companies register
NSEDL0285,MALWACOTT,INE272B01015,Malwa Cotton Spg. Mills Limited,Main Board,2018-09-11,Compulsory Delisting ,NSE official delisted companies register
NSEDL0286,NET4,INE553E01012,Net 4 India Limited,Main Board,2018-09-11,Compulsory Delisting ,NSE official delisted companies register
NSEDL0287,NETVISTAIT,INE738A01017,Netvista Information Technology Ltd,Main Board,2018-09-11,Compulsory Delisting ,NSE official delisted companies register
NSEDL0288,PRITHVI,INE700C01013,Prithvi Information Solutions Limited,Main Board,2018-09-11,Compulsory Delisting ,NSE official delisted companies register
NSEDL0289,REIAGROLTD,INE385B01031,Rei Agro Limited,Main Board,2018-09-11,Delisting - Liquidation,NSE official delisted companies register
NSEDL0290,REISIXTEN,INE849J01021,REI Six Ten Retail Limited,Main Board,2018-09-11,Compulsory Delisting ,NSE official delisted companies register
NSEDL0291,SOFTTECHGR,INE863A01013,Software Technology Group International Limited,Main Board,2018-09-11,Compulsory Delisting ,NSE official delisted companies register
